startingAirport,destinationAirport,flightDate,totalFare,segmentsDepartureTimeRaw,segmentsArrivalTimeRaw
IAD,DTW,2022-05-19,88.6,2022-05-19,2022-05-19
IAD,DTW,2022-05-20,98.6,2022-05-20,2022-05-20
IAD,DTW,2022-05-21,88.6,2022-05-21,2022-05-21
IAD,DTW,2022-05-22,159.6,2022-05-22,2022-05-22
IAD,DTW,2022-05-23,88.6,2022-05-23,2022-05-23
IAD,DTW,2022-05-24,88.6,2022-05-24,2022-05-24
IAD,DTW,2022-05-25,88.6,2022-05-25,2022-05-25
IAD,DTW,2022-05-26,123.61,2022-05-26,2022-05-26
IAD,DTW,2022-05-27,189.6,2022-05-27,2022-05-27
IAD,DTW,2022-05-28,119.6,2022-05-28,2022-05-28
IAD,DTW,2022-05-29,98.6,2022-05-29,2022-05-29
IAD,DTW,2022-05-30,123.61,2022-05-30,2022-05-30
IAD,DTW,2022-05-31,119.6,2022-05-31,2022-05-31
IAD,DTW,2022-06-01,98.6,2022-06-01,2022-06-01
IAD,DTW,2022-06-02,98.6,2022-06-02,2022-06-02
IAD,DTW,2022-06-03,98.6,2022-06-03,2022-06-03
IAD,EWR,2022-04-17,244.6,2022-04-17,2022-04-17
IAD,EWR,2022-04-18,227.2,2022-04-18,2022-04-18
IAD,EWR,2022-04-19,222.21,2022-04-19,2022-04-19
IAD,EWR,2022-04-20,162.2,2022-04-20,2022-04-20
IAD,EWR,2022-04-21,197.2,2022-04-21,2022-04-21
IAD,EWR,2022-04-22,244.6,2022-04-22,2022-04-22
IAD,EWR,2022-04-23,238.6,2022-04-23,2022-04-23
IAD,EWR,2022-04-24,292.2,2022-04-24,2022-04-24
IAD,EWR,2022-04-25,238.6,2022-04-25,2022-04-25
IAD,EWR,2022-04-26,122.2,2022-04-26,2022-04-26
IAD,EWR,2022-04-27,122.2,2022-04-27,2022-04-27
IAD,EWR,2022-04-28,137.2,2022-04-28,2022-04-28
IAD,EWR,2022-04-29,238.6,2022-04-29,2022-04-29
IAD,EWR,2022-04-30,238.6,2022-04-30,2022-04-30
IAD,EWR,2022-05-01,177.21,2022-05-01,2022-05-01
IAD,EWR,2022-05-02,103.2,2022-05-02,2022-05-02
IAD,EWR,2022-05-03,103.2,2022-05-03,2022-05-03
IAD,EWR,2022-05-04,103.2,2022-05-04,2022-05-04
IAD,EWR,2022-05-05,103.2,2022-05-05,2022-05-05
IAD,EWR,2022-05-06,127.2,2022-05-06,2022-05-06
IAD,EWR,2022-05-07,197.6,2022-05-07,2022-05-07
IAD,EWR,2022-05-08,123.61,2022-05-08,2022-05-08
IAD,EWR,2022-05-09,112.2,2022-05-09,2022-05-09
IAD,EWR,2022-05-10,83.21,2022-05-10,2022-05-10
IAD,EWR,2022-05-11,112.2,2022-05-11,2022-05-11
IAD,EWR,2022-05-12,123.61,2022-05-12,2022-05-12
IAD,EWR,2022-05-13,123.61,2022-05-13,2022-05-13
IAD,EWR,2022-05-14,123.61,2022-05-14,2022-05-14
IAD,EWR,2022-05-15,123.61,2022-05-15,2022-05-15
IAD,EWR,2022-05-16,112.2,2022-05-16,2022-05-16
IAD,EWR,2022-05-17,83.21,2022-05-17,2022-05-17
IAD,EWR,2022-05-18,112.2,2022-05-18,2022-05-18
IAD,EWR,2022-05-19,123.61,2022-05-19,2022-05-19
IAD,EWR,2022-05-20,123.61,2022-05-20,2022-05-20
IAD,EWR,2022-05-21,123.61,2022-05-21,2022-05-21
IAD,EWR,2022-05-22,123.61,2022-05-22,2022-05-22
IAD,EWR,2022-05-23,123.61,2022-05-23,2022-05-23
IAD,EWR,2022-05-24,112.2,2022-05-24,2022-05-24
IAD,EWR,2022-05-25,123.61,2022-05-25,2022-05-25
IAD,EWR,2022-05-26,123.61,2022-05-26,2022-05-26
IAD,EWR,2022-05-27,123.61,2022-05-27,2022-05-27
IAD,EWR,2022-05-28,123.61,2022-05-28,2022-05-28
IAD,EWR,2022-05-29,123.61,2022-05-29,2022-05-29
IAD,EWR,2022-05-30,123.61,2022-05-30,2022-05-30
IAD,EWR,2022-05-31,92.21,2022-05-31,2022-05-31
IAD,EWR,2022-06-01,107.2,2022-06-01,2022-06-01
IAD,EWR,2022-06-02,112.2,2022-06-02,2022-06-02
IAD,EWR,2022-06-03,123.61,2022-06-03,2022-06-03
IAD,JFK,2022-04-17,293.6,2022-04-17,2022-04-17
IAD,JFK,2022-04-18,293.6,2022-04-18,2022-04-18
IAD,JFK,2022-04-19,293.6,2022-04-19,2022-04-19
IAD,JFK,2022-04-20,293.6,2022-04-20,2022-04-20
IAD,JFK,2022-04-21,293.6,2022-04-21,2022-04-21
IAD,JFK,2022-04-22,293.6,2022-04-22,2022-04-22
IAD,JFK,2022-04-23,258.6,2022-04-23,2022-04-23
IAD,JFK,2022-04-24,258.6,2022-04-24,2022-04-24
IAD,JFK,2022-04-25,258.6,2022-04-25,2022-04-25
IAD,JFK,2022-04-26,258.6,2022-04-26,2022-04-26
IAD,JFK,2022-04-27,258.6,2022-04-27,2022-04-27
IAD,JFK,2022-04-28,258.6,2022-04-28,2022-04-28
IAD,JFK,2022-04-29,258.6,2022-04-29,2022-04-29
IAD,JFK,2022-04-30,258.6,2022-04-30,2022-04-30
IAD,JFK,2022-05-01,148.6,2022-05-01,2022-05-01
IAD,JFK,2022-05-02,98.6,2022-05-02,2022-05-02
IAD,JFK,2022-05-03,98.6,2022-05-03,2022-05-03
IAD,JFK,2022-05-04,98.6,2022-05-04,2022-05-04
IAD,JFK,2022-05-05,98.6,2022-05-05,2022-05-05
IAD,JFK,2022-05-06,148.6,2022-05-06,2022-05-06
IAD,JFK,2022-05-07,98.6,2022-05-07,2022-05-07
IAD,JFK,2022-05-08,98.6,2022-05-08,2022-05-08
IAD,JFK,2022-05-09,98.6,2022-05-09,2022-05-09
IAD,JFK,2022-05-10,98.6,2022-05-10,2022-05-10
IAD,JFK,2022-05-11,98.6,2022-05-11,2022-05-11
IAD,JFK,2022-05-12,98.6,2022-05-12,2022-05-12
IAD,JFK,2022-05-13,98.6,2022-05-13,2022-05-13
IAD,JFK,2022-05-14,118.6,2022-05-14,2022-05-14
IAD,JFK,2022-05-15,138.6,2022-05-15,2022-05-15
IAD,JFK,2022-05-16,118.6,2022-05-16,2022-05-16
IAD,JFK,2022-05-17,98.6,2022-05-17,2022-05-17
IAD,JFK,2022-05-18,98.6,2022-05-18,2022-05-18
IAD,JFK,2022-05-19,98.6,2022-05-19,2022-05-19
IAD,JFK,2022-05-20,98.6,2022-05-20,2022-05-20
IAD,JFK,2022-05-21,98.6,2022-05-21,2022-05-21
IAD,JFK,2022-05-22,98.6,2022-05-22,2022-05-22
IAD,JFK,2022-05-23,98.6,2022-05-23,2022-05-23
IAD,JFK,2022-05-24,98.6,2022-05-24,2022-05-24
IAD,JFK,2022-05-25,98.6,2022-05-25,2022-05-25
IAD,JFK,2022-05-26,143.6,2022-05-26,2022-05-26
IAD,JFK,2022-05-27,123.61,2022-05-27,2022-05-27
IAD,JFK,2022-05-28,98.6,2022-05-28,2022-05-28
IAD,JFK,2022-05-29,98.6,2022-05-29,2022-05-29
IAD,JFK,2022-05-30,143.6,2022-05-30,2022-05-30
IAD,JFK,2022-05-31,98.6,2022-05-31,2022-05-31
IAD,JFK,2022-06-01,98.6,2022-06-01,2022-06-01
IAD,JFK,2022-06-02,98.6,2022-06-02,2022-06-02
IAD,JFK,2022-06-03,98.6,2022-06-03,2022-06-03
IAD,LAX,2022-04-17,260.6,2022-04-17,2022-04-17
IAD,LAX,2022-04-18,260.6,2022-04-18,2022-04-18
IAD,LAX,2022-04-19,220.6,2022-04-19,2022-04-19
IAD,LAX,2022-04-20,220.6,2022-04-20,2022-04-20
IAD,LAX,2022-04-21,220.6,2022-04-21,2022-04-21
IAD,LAX,2022-04-22,220.6,2022-04-22,2022-04-22
IAD,LAX,2022-04-23,220.6,2022-04-23,2022-04-23
IAD,LAX,2022-04-24,338.61,2022-04-24,2022-04-24
IAD,LAX,2022-04-25,220.6,2022-04-25,2022-04-25
IAD,LAX,2022-04-26,220.6,2022-04-26,2022-04-26
IAD,LAX,2022-04-27,220.6,2022-04-27,2022-04-27
IAD,LAX,2022-04-28,229.6,2022-04-28,2022-04-28
IAD,LAX,2022-04-29,229.6,2022-04-29,2022-04-29
IAD,LAX,2022-04-30,229.6,2022-04-30,2022-04-30
IAD,LAX,2022-05-01,321.6,2022-05-01,2022-05-01
IAD,LAX,2022-05-02,202.6,2022-05-02,2022-05-02
IAD,LAX,2022-05-03,112.6,2022-05-03,2022-05-03
IAD,LAX,2022-05-04,147.6,2022-05-04,2022-05-04
IAD,LAX,2022-05-05,258.6,2022-05-05,2022-05-05
IAD,LAX,2022-05-06,229.6,2022-05-06,2022-05-06
IAD,LAX,2022-05-07,202.6,2022-05-07,2022-05-07
IAD,LAX,2022-05-08,229.6,2022-05-08,2022-05-08
IAD,LAX,2022-05-09,238.19,2022-05-09,2022-05-09
IAD,LAX,2022-05-10,201.69,2022-05-10,2022-05-10
IAD,LAX,2022-05-11,217.61,2022-05-11,2022-05-11
IAD,LAX,2022-05-12,398.6,2022-05-12,2022-05-12
IAD,LAX,2022-05-13,258.6,2022-05-13,2022-05-13
IAD,LAX,2022-05-14,357.6,2022-05-14,2022-05-14
IAD,LAX,2022-05-15,358.6,2022-05-15,2022-05-15
IAD,LAX,2022-05-16,303.2,2022-05-16,2022-05-16
IAD,LAX,2022-05-17,247.6,2022-05-17,2022-05-17
IAD,LAX,2022-05-18,171.1,2022-05-18,2022-05-18
IAD,LAX,2022-05-19,357.6,2022-05-19,2022-05-19
IAD,LAX,2022-05-20,297.6,2022-05-20,2022-05-20
IAD,LAX,2022-05-21,308.6,2022-05-21,2022-05-21
IAD,LAX,2022-05-22,417.6,2022-05-22,2022-05-22
IAD,LAX,2022-05-23,258.2,2022-05-23,2022-05-23
IAD,LAX,2022-05-24,221.7,2022-05-24,2022-05-24
IAD,LAX,2022-05-25,318.6,2022-05-25,2022-05-25
IAD,LAX,2022-05-26,358.6,2022-05-26,2022-05-26
IAD,LAX,2022-05-27,327.6,2022-05-27,2022-05-27
IAD,LAX,2022-05-28,202.6,2022-05-28,2022-05-28
IAD,LAX,2022-05-29,226.6,2022-05-29,2022-05-29
IAD,LAX,2022-05-30,370.19,2022-05-30,2022-05-30
IAD,LAX,2022-05-31,252.21,2022-05-31,2022-05-31
IAD,LAX,2022-06-01,177.61,2022-06-01,2022-06-01
IAD,LAX,2022-06-02,258.6,2022-06-02,2022-06-02
IAD,LAX,2022-06-03,258.6,2022-06-03,2022-06-03
IAD,LGA,2022-04-17,278.6,2022-04-17,2022-04-17
IAD,LGA,2022-04-18,278.6,2022-04-18,2022-04-18
IAD,LGA,2022-04-19,268.21,2022-04-19,2022-04-19
IAD,LGA,2022-04-20,278.6,2022-04-20,2022-04-20
IAD,LGA,2022-04-21,278.6,2022-04-21,2022-04-21
IAD,LGA,2022-04-22,278.6,2022-04-22,2022-04-22
IAD,LGA,2022-04-23,228.6,2022-04-23,2022-04-23
IAD,LGA,2022-04-24,228.6,2022-04-24,2022-04-24
IAD,LGA,2022-04-25,228.6,2022-04-25,2022-04-25
IAD,LGA,2022-04-26,228.6,2022-04-26,2022-04-26
IAD,LGA,2022-04-27,228.6,2022-04-27,2022-04-27
IAD,LGA,2022-04-28,228.6,2022-04-28,2022-04-28
IAD,LGA,2022-04-29,228.6,2022-04-29,2022-04-29
IAD,LGA,2022-04-30,228.6,2022-04-30,2022-04-30
IAD,LGA,2022-05-01,148.6,2022-05-01,2022-05-01
IAD,LGA,2022-05-02,98.6,2022-05-02,2022-05-02
IAD,LGA,2022-05-03,98.6,2022-05-03,2022-05-03
IAD,LGA,2022-05-04,98.6,2022-05-04,2022-05-04
IAD,LGA,2022-05-05,98.6,2022-05-05,2022-05-05
IAD,LGA,2022-05-06,148.6,2022-05-06,2022-05-06
IAD,LGA,2022-05-07,98.6,2022-05-07,2022-05-07
IAD,LGA,2022-05-08,98.6,2022-05-08,2022-05-08
IAD,LGA,2022-05-09,98.6,2022-05-09,2022-05-09
IAD,LGA,2022-05-10,98.6,2022-05-10,2022-05-10
IAD,LGA,2022-05-11,98.6,2022-05-11,2022-05-11
IAD,LGA,2022-05-12,98.6,2022-05-12,2022-05-12
IAD,LGA,2022-05-13,98.6,2022-05-13,2022-05-13
IAD,LGA,2022-05-14,98.6,2022-05-14,2022-05-14
IAD,LGA,2022-05-15,98.6,2022-05-15,2022-05-15
IAD,LGA,2022-05-16,98.6,2022-05-16,2022-05-16
IAD,LGA,2022-05-17,98.6,2022-05-17,2022-05-17
IAD,LGA,2022-05-18,98.6,2022-05-18,2022-05-18
IAD,LGA,2022-05-19,98.6,2022-05-19,2022-05-19
IAD,LGA,2022-05-20,98.6,2022-05-20,2022-05-20
IAD,LGA,2022-05-21,98.6,2022-05-21,2022-05-21
IAD,LGA,2022-05-22,98.6,2022-05-22,2022-05-22
IAD,LGA,2022-05-23,98.6,2022-05-23,2022-05-23
IAD,LGA,2022-05-24,98.6,2022-05-24,2022-05-24
IAD,LGA,2022-05-25,98.6,2022-05-25,2022-05-25
IAD,LGA,2022-05-26,98.6,2022-05-26,2022-05-26
IAD,LGA,2022-05-27,98.6,2022-05-27,2022-05-27
IAD,LGA,2022-05-28,98.6,2022-05-28,2022-05-28
IAD,LGA,2022-05-29,98.6,2022-05-29,2022-05-29
IAD,LGA,2022-05-30,98.6,2022-05-30,2022-05-30
IAD,LGA,2022-05-31,98.6,2022-05-31,2022-05-31
IAD,LGA,2022-06-01,98.6,2022-06-01,2022-06-01
IAD,LGA,2022-06-02,98.6,2022-06-02,2022-06-02
IAD,LGA,2022-06-03,98.6,2022-06-03,2022-06-03
IAD,MIA,2022-04-17,226.1,2022-04-17,2022-04-17
IAD,MIA,2022-04-18,226.1,2022-04-18,2022-04-18
IAD,MIA,2022-04-19,226.1,2022-04-19,2022-04-19
IAD,MIA,2022-04-20,226.1,2022-04-20,2022-04-20
IAD,MIA,2022-04-21,226.1,2022-04-21,2022-04-21
IAD,MIA,2022-04-22,226.1,2022-04-22,2022-04-22
IAD,MIA,2022-04-23,127.6,2022-04-23,2022-04-23
IAD,MIA,2022-04-24,156.1,2022-04-24,2022-04-24
IAD,MIA,2022-04-25,127.6,2022-04-25,2022-04-25
IAD,MIA,2022-04-26,126.1,2022-04-26,2022-04-26
IAD,MIA,2022-04-27,126.1,2022-04-27,2022-04-27
IAD,MIA,2022-04-28,205.6,2022-04-28,2022-04-28
IAD,MIA,2022-04-29,205.6,2022-04-29,2022-04-29
IAD,MIA,2022-04-30,126.1,2022-04-30,2022-04-30
IAD,MIA,2022-05-01,108.6,2022-05-01,2022-05-01
IAD,MIA,2022-05-02,108.6,2022-05-02,2022-05-02
IAD,MIA,2022-05-03,108.6,2022-05-03,2022-05-03
IAD,MIA,2022-05-04,108.6,2022-05-04,2022-05-04
IAD,MIA,2022-05-05,178.6,2022-05-05,2022-05-05
IAD,MIA,2022-05-06,205.6,2022-05-06,2022-05-06
IAD,MIA,2022-05-07,127.6,2022-05-07,2022-05-07
IAD,MIA,2022-05-08,108.6,2022-05-08,2022-05-08
IAD,MIA,2022-05-09,108.6,2022-05-09,2022-05-09
IAD,MIA,2022-05-10,108.6,2022-05-10,2022-05-10
IAD,MIA,2022-05-11,108.6,2022-05-11,2022-05-11
IAD,MIA,2022-05-12,239.6,2022-05-12,2022-05-12
IAD,MIA,2022-05-13,172.6,2022-05-13,2022-05-13
IAD,MIA,2022-05-14,112.6,2022-05-14,2022-05-14
IAD,MIA,2022-05-15,205.6,2022-05-15,2022-05-15
IAD,MIA,2022-05-16,127.6,2022-05-16,2022-05-16
IAD,MIA,2022-05-17,108.6,2022-05-17,2022-05-17
IAD,MIA,2022-05-18,108.6,2022-05-18,2022-05-18
IAD,MIA,2022-05-19,239.6,2022-05-19,2022-05-19
IAD,MIA,2022-05-20,214.6,2022-05-20,2022-05-20
IAD,MIA,2022-05-21,112.6,2022-05-21,2022-05-21
IAD,MIA,2022-05-22,145.6,2022-05-22,2022-05-22
IAD,MIA,2022-05-23,108.6,2022-05-23,2022-05-23
IAD,MIA,2022-05-24,108.6,2022-05-24,2022-05-24
IAD,MIA,2022-05-25,112.6,2022-05-25,2022-05-25
IAD,MIA,2022-05-26,239.6,2022-05-26,2022-05-26
IAD,MIA,2022-05-27,294.61,2022-05-27,2022-05-27
IAD,MIA,2022-05-28,112.6,2022-05-28,2022-05-28
IAD,MIA,2022-05-29,127.6,2022-05-29,2022-05-29
IAD,MIA,2022-05-30,151.6,2022-05-30,2022-05-30
IAD,MIA,2022-05-31,112.6,2022-05-31,2022-05-31
IAD,MIA,2022-06-01,112.6,2022-06-01,2022-06-01
IAD,MIA,2022-06-02,151.6,2022-06-02,2022-06-02
IAD,MIA,2022-06-03,145.6,2022-06-03,2022-06-03
IAD,OAK,2022-04-17,441.1,2022-04-17,2022-04-17
IAD,OAK,2022-04-18,375.1,2022-04-18,2022-04-18
IAD,OAK,2022-04-19,356.1,2022-04-19,2022-04-19
IAD,OAK,2022-04-20,356.1,2022-04-20,2022-04-20
IAD,OAK,2022-04-21,433.61,2022-04-21,2022-04-21
IAD,OAK,2022-04-22,455.1,2022-04-22,2022-04-22
IAD,OAK,2022-04-23,463.6,2022-04-23,2022-04-23
IAD,OAK,2022-04-24,612.7,2022-04-24,2022-04-24
IAD,OAK,2022-04-25,468.7,2022-04-25,2022-04-25
IAD,OAK,2022-04-26,274.1,2022-04-26,2022-04-26
IAD,OAK,2022-04-27,274.1,2022-04-27,2022-04-27
IAD,OAK,2022-04-28,455.1,2022-04-28,2022-04-28
IAD,OAK,2022-04-29,450.6,2022-04-29,2022-04-29
IAD,OAK,2022-04-30,364.1,2022-04-30,2022-04-30
IAD,OAK,2022-05-01,528.6,2022-05-01,2022-05-01
IAD,OAK,2022-05-02,486.71,2022-05-02,2022-05-02
IAD,OAK,2022-05-03,326.1,2022-05-03,2022-05-03
IAD,OAK,2022-05-04,364.1,2022-05-04,2022-05-04
IAD,OAK,2022-05-05,453.1,2022-05-05,2022-05-05
IAD,OAK,2022-05-06,453.1,2022-05-06,2022-05-06
IAD,OAK,2022-05-07,406.7,2022-05-07,2022-05-07
IAD,OAK,2022-05-08,528.6,2022-05-08,2022-05-08
IAD,OAK,2022-05-09,528.6,2022-05-09,2022-05-09
IAD,OAK,2022-05-10,364.1,2022-05-10,2022-05-10
IAD,OAK,2022-05-11,364.1,2022-05-11,2022-05-11
IAD,OAK,2022-05-12,554.7,2022-05-12,2022-05-12
IAD,OAK,2022-05-13,528.6,2022-05-13,2022-05-13
IAD,OAK,2022-05-14,453.1,2022-05-14,2022-05-14
IAD,OAK,2022-05-15,640.7,2022-05-15,2022-05-15
IAD,OAK,2022-05-16,533.1,2022-05-16,2022-05-16
IAD,OAK,2022-05-17,356.71,2022-05-17,2022-05-17
IAD,OAK,2022-05-18,413.1,2022-05-18,2022-05-18
IAD,OAK,2022-05-19,521.71,2022-05-19,2022-05-19
IAD,OAK,2022-05-20,569.11,2022-05-20,2022-05-20
IAD,OAK,2022-05-21,448.6,2022-05-21,2022-05-21
IAD,OAK,2022-05-22,670.5,2022-05-22,2022-05-22
IAD,OAK,2022-05-23,528.6,2022-05-23,2022-05-23
IAD,OAK,2022-05-24,396.7,2022-05-24,2022-05-24
IAD,OAK,2022-05-25,364.1,2022-05-25,2022-05-25
IAD,OAK,2022-05-26,478.61,2022-05-26,2022-05-26
IAD,OAK,2022-05-27,501.7,2022-05-27,2022-05-27
IAD,OAK,2022-05-28,524.21,2022-05-28,2022-05-28
IAD,OAK,2022-05-29,528.6,2022-05-29,2022-05-29
IAD,OAK,2022-05-30,483.6,2022-05-30,2022-05-30
IAD,OAK,2022-05-31,569.11,2022-05-31,2022-05-31
IAD,OAK,2022-06-01,413.1,2022-06-01,2022-06-01
IAD,OAK,2022-06-02,453.1,2022-06-02,2022-06-02
IAD,OAK,2022-06-03,413.1,2022-06-03,2022-06-03
IAD,ORD,2022-04-17,202.6,2022-04-17,2022-04-17
IAD,ORD,2022-04-18,202.6,2022-04-18,2022-04-18
IAD,ORD,2022-04-19,191.6,2022-04-19,2022-04-19
IAD,ORD,2022-04-20,191.6,2022-04-20,2022-04-20
IAD,ORD,2022-04-21,176.21,2022-04-21,2022-04-21
IAD,ORD,2022-04-22,191.6,2022-04-22,2022-04-22
IAD,ORD,2022-04-23,183.6,2022-04-23,2022-04-23
IAD,ORD,2022-04-24,183.6,2022-04-24,2022-04-24
IAD,ORD,2022-04-25,183.6,2022-04-25,2022-04-25
IAD,ORD,2022-04-26,117.2,2022-04-26,2022-04-26
IAD,ORD,2022-04-27,163.21,2022-04-27,2022-04-27
IAD,ORD,2022-04-28,172.6,2022-04-28,2022-04-28
IAD,ORD,2022-04-29,172.6,2022-04-29,2022-04-29
IAD,ORD,2022-04-30,172.6,2022-04-30,2022-04-30
IAD,ORD,2022-05-01,151.6,2022-05-01,2022-05-01
IAD,ORD,2022-05-02,88.6,2022-05-02,2022-05-02
IAD,ORD,2022-05-03,88.6,2022-05-03,2022-05-03
IAD,ORD,2022-05-04,88.6,2022-05-04,2022-05-04
IAD,ORD,2022-05-05,88.6,2022-05-05,2022-05-05
IAD,ORD,2022-05-06,151.6,2022-05-06,2022-05-06
IAD,ORD,2022-05-07,88.6,2022-05-07,2022-05-07
IAD,ORD,2022-05-08,140.6,2022-05-08,2022-05-08
IAD,ORD,2022-05-09,88.6,2022-05-09,2022-05-09
IAD,ORD,2022-05-10,88.6,2022-05-10,2022-05-10
IAD,ORD,2022-05-11,88.6,2022-05-11,2022-05-11
IAD,ORD,2022-05-12,97.6,2022-05-12,2022-05-12
IAD,ORD,2022-05-13,140.6,2022-05-13,2022-05-13
IAD,ORD,2022-05-14,118.6,2022-05-14,2022-05-14
IAD,ORD,2022-05-15,191.6,2022-05-15,2022-05-15
IAD,ORD,2022-05-16,149.6,2022-05-16,2022-05-16
IAD,ORD,2022-05-17,88.6,2022-05-17,2022-05-17
IAD,ORD,2022-05-18,88.6,2022-05-18,2022-05-18
IAD,ORD,2022-05-19,97.6,2022-05-19,2022-05-19
IAD,ORD,2022-05-20,140.6,2022-05-20,2022-05-20
IAD,ORD,2022-05-21,118.6,2022-05-21,2022-05-21
IAD,ORD,2022-05-22,191.6,2022-05-22,2022-05-22
IAD,ORD,2022-05-23,88.6,2022-05-23,2022-05-23
IAD,ORD,2022-05-24,88.6,2022-05-24,2022-05-24
IAD,ORD,2022-05-25,88.6,2022-05-25,2022-05-25
IAD,ORD,2022-05-26,160.6,2022-05-26,2022-05-26
IAD,ORD,2022-05-27,222.59,2022-05-27,2022-05-27
IAD,ORD,2022-05-28,140.6,2022-05-28,2022-05-28
IAD,ORD,2022-05-29,140.6,2022-05-29,2022-05-29
IAD,ORD,2022-05-30,140.6,2022-05-30,2022-05-30
IAD,ORD,2022-05-31,140.6,2022-05-31,2022-05-31
IAD,ORD,2022-06-01,140.6,2022-06-01,2022-06-01
IAD,ORD,2022-06-02,140.6,2022-06-02,2022-06-02
IAD,ORD,2022-06-03,172.6,2022-06-03,2022-06-03
IAD,PHL,2022-04-17,286.1,2022-04-17,2022-04-17
IAD,PHL,2022-04-18,286.1,2022-04-18,2022-04-18
IAD,PHL,2022-04-19,286.1,2022-04-19,2022-04-19
IAD,PHL,2022-04-20,286.1,2022-04-20,2022-04-20
IAD,PHL,2022-04-21,367.6,2022-04-21,2022-04-21
IAD,PHL,2022-04-22,286.1,2022-04-22,2022-04-22
IAD,PHL,2022-04-23,236.1,2022-04-23,2022-04-23
IAD,PHL,2022-04-24,336.61,2022-04-24,2022-04-24
IAD,PHL,2022-04-25,286.6,2022-04-25,2022-04-25
IAD,PHL,2022-04-26,236.1,2022-04-26,2022-04-26
IAD,PHL,2022-04-27,236.1,2022-04-27,2022-04-27
IAD,PHL,2022-04-28,236.1,2022-04-28,2022-04-28
IAD,PHL,2022-04-29,257.1,2022-04-29,2022-04-29
IAD,PHL,2022-04-30,236.1,2022-04-30,2022-04-30
IAD,PHL,2022-05-01,234.6,2022-05-01,2022-05-01
IAD,PHL,2022-05-02,171.61,2022-05-02,2022-05-02
IAD,PHL,2022-05-03,151.61,2022-05-03,2022-05-03
IAD,PHL,2022-05-04,151.61,2022-05-04,2022-05-04
IAD,PHL,2022-05-05,171.61,2022-05-05,2022-05-05
IAD,PHL,2022-05-06,234.6,2022-05-06,2022-05-06
IAD,PHL,2022-05-07,171.61,2022-05-07,2022-05-07
IAD,PHL,2022-05-08,223.6,2022-05-08,2022-05-08
IAD,PHL,2022-05-09,139.1,2022-05-09,2022-05-09
IAD,PHL,2022-05-10,129.1,2022-05-10,2022-05-10
IAD,PHL,2022-05-11,129.1,2022-05-11,2022-05-11
IAD,PHL,2022-05-12,181.6,2022-05-12,2022-05-12
IAD,PHL,2022-05-13,223.6,2022-05-13,2022-05-13
IAD,PHL,2022-05-14,171.61,2022-05-14,2022-05-14
IAD,PHL,2022-05-15,223.6,2022-05-15,2022-05-15
IAD,PHL,2022-05-16,171.61,2022-05-16,2022-05-16
IAD,PHL,2022-05-17,129.1,2022-05-17,2022-05-17
IAD,PHL,2022-05-18,129.1,2022-05-18,2022-05-18
IAD,PHL,2022-05-19,171.61,2022-05-19,2022-05-19
IAD,PHL,2022-05-20,223.6,2022-05-20,2022-05-20
IAD,PHL,2022-05-21,171.61,2022-05-21,2022-05-21
IAD,PHL,2022-05-22,223.6,2022-05-22,2022-05-22
IAD,PHL,2022-05-23,171.61,2022-05-23,2022-05-23
IAD,PHL,2022-05-24,129.1,2022-05-24,2022-05-24
IAD,PHL,2022-05-25,139.1,2022-05-25,2022-05-25
IAD,PHL,2022-05-26,223.6,2022-05-26,2022-05-26
IAD,PHL,2022-05-27,291.61,2022-05-27,2022-05-27
IAD,PHL,2022-05-28,223.6,2022-05-28,2022-05-28
IAD,PHL,2022-05-29,139.1,2022-05-29,2022-05-29
IAD,PHL,2022-05-30,201.1,2022-05-30,2022-05-30
IAD,PHL,2022-05-31,129.1,2022-05-31,2022-05-31
IAD,PHL,2022-06-01,129.1,2022-06-01,2022-06-01
IAD,PHL,2022-06-02,139.1,2022-06-02,2022-06-02
IAD,PHL,2022-06-03,223.6,2022-06-03,2022-06-03
IAD,SFO,2022-04-17,369.1,2022-04-17,2022-04-17
IAD,SFO,2022-04-18,338.19,2022-04-18,2022-04-18
IAD,SFO,2022-04-19,350.1,2022-04-19,2022-04-19
IAD,SFO,2022-04-20,350.1,2022-04-20,2022-04-20
IAD,SFO,2022-04-21,351.6,2022-04-21,2022-04-21
IAD,SFO,2022-04-22,342.6,2022-04-22,2022-04-22
IAD,SFO,2022-04-23,328.6,2022-04-23,2022-04-23
IAD,SFO,2022-04-24,497.2,2022-04-24,2022-04-24
IAD,SFO,2022-04-25,334.2,2022-04-25,2022-04-25
IAD,SFO,2022-04-26,269.6,2022-04-26,2022-04-26
IAD,SFO,2022-04-27,269.6,2022-04-27,2022-04-27
IAD,SFO,2022-04-28,269.6,2022-04-28,2022-04-28
IAD,SFO,2022-04-29,269.6,2022-04-29,2022-04-29
IAD,SFO,2022-04-30,257.2,2022-04-30,2022-04-30
IAD,SFO,2022-05-01,351.6,2022-05-01,2022-05-01
IAD,SFO,2022-05-02,236.7,2022-05-02,2022-05-02
IAD,SFO,2022-05-03,156.2,2022-05-03,2022-05-03
IAD,SFO,2022-05-04,236.7,2022-05-04,2022-05-04
IAD,SFO,2022-05-05,238.6,2022-05-05,2022-05-05
IAD,SFO,2022-05-06,262.2,2022-05-06,2022-05-06
IAD,SFO,2022-05-07,247.6,2022-05-07,2022-05-07
IAD,SFO,2022-05-08,337.21,2022-05-08,2022-05-08
