startingAirport,destinationAirport,flightDate,totalFare,segmentsDepartureTimeRaw,segmentsArrivalTimeRaw
BOS,LGA,2022-04-27,63.6,2022-04-27,2022-04-27
BOS,LGA,2022-04-28,63.6,2022-04-28,2022-04-28
BOS,LGA,2022-04-29,63.6,2022-04-29,2022-04-29
BOS,LGA,2022-04-30,63.6,2022-04-30,2022-04-30
BOS,LGA,2022-05-01,53.6,2022-05-01,2022-05-01
BOS,LGA,2022-05-02,53.6,2022-05-02,2022-05-02
BOS,LGA,2022-05-03,53.6,2022-05-03,2022-05-03
BOS,LGA,2022-05-04,53.6,2022-05-04,2022-05-04
BOS,LGA,2022-05-05,53.6,2022-05-05,2022-05-05
BOS,LGA,2022-05-06,53.6,2022-05-06,2022-05-06
BOS,LGA,2022-05-07,53.6,2022-05-07,2022-05-07
BOS,LGA,2022-05-08,43.6,2022-05-08,2022-05-08
BOS,LGA,2022-05-09,43.6,2022-05-09,2022-05-09
BOS,LGA,2022-05-10,43.6,2022-05-10,2022-05-10
BOS,LGA,2022-05-11,43.6,2022-05-11,2022-05-11
BOS,LGA,2022-05-12,43.6,2022-05-12,2022-05-12
BOS,LGA,2022-05-13,43.6,2022-05-13,2022-05-13
BOS,LGA,2022-05-14,73.6,2022-05-14,2022-05-14
BOS,LGA,2022-05-15,43.6,2022-05-15,2022-05-15
BOS,LGA,2022-05-16,43.6,2022-05-16,2022-05-16
BOS,LGA,2022-05-17,43.6,2022-05-17,2022-05-17
BOS,LGA,2022-05-18,43.6,2022-05-18,2022-05-18
BOS,LGA,2022-05-19,43.6,2022-05-19,2022-05-19
BOS,LGA,2022-05-20,43.6,2022-05-20,2022-05-20
BOS,LGA,2022-05-21,73.6,2022-05-21,2022-05-21
BOS,LGA,2022-05-22,43.6,2022-05-22,2022-05-22
BOS,LGA,2022-05-23,43.6,2022-05-23,2022-05-23
BOS,LGA,2022-05-24,43.6,2022-05-24,2022-05-24
BOS,LGA,2022-05-25,43.6,2022-05-25,2022-05-25
BOS,LGA,2022-05-26,43.6,2022-05-26,2022-05-26
BOS,LGA,2022-05-27,43.6,2022-05-27,2022-05-27
BOS,LGA,2022-05-28,43.6,2022-05-28,2022-05-28
BOS,LGA,2022-05-29,43.6,2022-05-29,2022-05-29
BOS,LGA,2022-05-30,43.6,2022-05-30,2022-05-30
BOS,LGA,2022-05-31,43.6,2022-05-31,2022-05-31
BOS,LGA,2022-06-01,43.6,2022-06-01,2022-06-01
BOS,LGA,2022-06-02,43.6,2022-06-02,2022-06-02
BOS,LGA,2022-06-03,43.6,2022-06-03,2022-06-03
BOS,MIA,2022-04-17,337.2,2022-04-17,2022-04-17
BOS,MIA,2022-04-18,202.6,2022-04-18,2022-04-18
BOS,MIA,2022-04-19,208.61,2022-04-19,2022-04-19
BOS,MIA,2022-04-20,126.6,2022-04-20,2022-04-20
BOS,MIA,2022-04-21,91.98,2022-04-21,2022-04-21
BOS,MIA,2022-04-22,96.59,2022-04-22,2022-04-22
BOS,MIA,2022-04-23,96.59,2022-04-23,2022-04-23
BOS,MIA,2022-04-24,66.99,2022-04-24,2022-04-24
BOS,MIA,2022-04-25,30.69,2022-04-25,2022-04-25
BOS,MIA,2022-04-26,30.69,2022-04-26,2022-04-26
BOS,MIA,2022-04-27,30.69,2022-04-27,2022-04-27
BOS,MIA,2022-04-28,121.1,2022-04-28,2022-04-28
BOS,MIA,2022-04-29,61.97,2022-04-29,2022-04-29
BOS,MIA,2022-04-30,30.69,2022-04-30,2022-04-30
BOS,MIA,2022-05-01,30.69,2022-05-01,2022-05-01
BOS,MIA,2022-05-02,30.69,2022-05-02,2022-05-02
BOS,MIA,2022-05-03,30.69,2022-05-03,2022-05-03
BOS,MIA,2022-05-04,30.69,2022-05-04,2022-05-04
BOS,MIA,2022-05-05,66.99,2022-05-05,2022-05-05
BOS,MIA,2022-05-06,47.98,2022-05-06,2022-05-06
BOS,MIA,2022-05-07,42.79,2022-05-07,2022-05-07
BOS,MIA,2022-05-08,30.69,2022-05-08,2022-05-08
BOS,MIA,2022-05-09,30.69,2022-05-09,2022-05-09
BOS,MIA,2022-05-10,30.69,2022-05-10,2022-05-10
BOS,MIA,2022-05-11,30.69,2022-05-11,2022-05-11
BOS,MIA,2022-05-12,61.97,2022-05-12,2022-05-12
BOS,MIA,2022-05-13,47.98,2022-05-13,2022-05-13
BOS,MIA,2022-05-14,30.69,2022-05-14,2022-05-14
BOS,MIA,2022-05-15,42.79,2022-05-15,2022-05-15
BOS,MIA,2022-05-16,30.69,2022-05-16,2022-05-16
BOS,MIA,2022-05-17,30.69,2022-05-17,2022-05-17
BOS,MIA,2022-05-18,30.69,2022-05-18,2022-05-18
BOS,MIA,2022-05-19,47.98,2022-05-19,2022-05-19
BOS,MIA,2022-05-20,111.98,2022-05-20,2022-05-20
BOS,MIA,2022-05-21,30.69,2022-05-21,2022-05-21
BOS,MIA,2022-05-22,35.97,2022-05-22,2022-05-22
BOS,MIA,2022-05-23,30.69,2022-05-23,2022-05-23
BOS,MIA,2022-05-24,66.6,2022-05-24,2022-05-24
BOS,MIA,2022-05-25,35.97,2022-05-25,2022-05-25
BOS,MIA,2022-05-26,96.59,2022-05-26,2022-05-26
BOS,MIA,2022-05-27,111.98,2022-05-27,2022-05-27
BOS,MIA,2022-05-28,42.79,2022-05-28,2022-05-28
BOS,MIA,2022-05-29,30.69,2022-05-29,2022-05-29
BOS,MIA,2022-05-30,111.98,2022-05-30,2022-05-30
BOS,MIA,2022-05-31,42.79,2022-05-31,2022-05-31
BOS,MIA,2022-06-01,35.97,2022-06-01,2022-06-01
BOS,MIA,2022-06-02,42.79,2022-06-02,2022-06-02
BOS,MIA,2022-06-03,61.97,2022-06-03,2022-06-03
BOS,OAK,2022-04-17,549.6,2022-04-17,2022-04-17
BOS,OAK,2022-04-18,353.6,2022-04-18,2022-04-18
BOS,OAK,2022-04-19,538.6,2022-04-19,2022-04-19
BOS,OAK,2022-04-20,370.98,2022-04-20,2022-04-20
BOS,OAK,2022-04-21,431.6,2022-04-21,2022-04-21
BOS,OAK,2022-04-22,477.71,2022-04-22,2022-04-22
BOS,OAK,2022-04-23,246.99,2022-04-23,2022-04-23
BOS,OAK,2022-04-24,436.98,2022-04-24,2022-04-24
BOS,OAK,2022-04-25,246.6,2022-04-25,2022-04-25
BOS,OAK,2022-04-26,246.6,2022-04-26,2022-04-26
BOS,OAK,2022-04-27,246.99,2022-04-27,2022-04-27
BOS,OAK,2022-04-28,269.98,2022-04-28,2022-04-28
BOS,OAK,2022-04-29,246.6,2022-04-29,2022-04-29
BOS,OAK,2022-04-30,246.6,2022-04-30,2022-04-30
BOS,OAK,2022-05-01,498.6,2022-05-01,2022-05-01
BOS,OAK,2022-05-02,246.6,2022-05-02,2022-05-02
BOS,OAK,2022-05-03,256.7,2022-05-03,2022-05-03
BOS,OAK,2022-05-04,269.98,2022-05-04,2022-05-04
BOS,OAK,2022-05-05,368.6,2022-05-05,2022-05-05
BOS,OAK,2022-05-06,280.69,2022-05-06,2022-05-06
BOS,OAK,2022-05-07,246.6,2022-05-07,2022-05-07
BOS,OAK,2022-05-08,368.6,2022-05-08,2022-05-08
BOS,OAK,2022-05-09,251.7,2022-05-09,2022-05-09
BOS,OAK,2022-05-10,249.7,2022-05-10,2022-05-10
BOS,OAK,2022-05-11,331.6,2022-05-11,2022-05-11
BOS,OAK,2022-05-12,431.6,2022-05-12,2022-05-12
BOS,OAK,2022-05-13,431.6,2022-05-13,2022-05-13
BOS,OAK,2022-05-14,419.2,2022-05-14,2022-05-14
BOS,OAK,2022-05-15,502.7,2022-05-15,2022-05-15
BOS,OAK,2022-05-16,331.7,2022-05-16,2022-05-16
BOS,OAK,2022-05-17,249.7,2022-05-17,2022-05-17
BOS,OAK,2022-05-18,317.7,2022-05-18,2022-05-18
BOS,OAK,2022-05-19,451.6,2022-05-19,2022-05-19
BOS,OAK,2022-05-20,431.6,2022-05-20,2022-05-20
BOS,OAK,2022-05-21,368.6,2022-05-21,2022-05-21
BOS,OAK,2022-05-22,538.6,2022-05-22,2022-05-22
BOS,OAK,2022-05-23,331.7,2022-05-23,2022-05-23
BOS,OAK,2022-05-24,362.7,2022-05-24,2022-05-24
BOS,OAK,2022-05-25,168.78,2022-05-25,2022-05-25
BOS,OAK,2022-05-26,308.78,2022-05-26,2022-05-26
BOS,OAK,2022-05-27,340.96,2022-05-27,2022-05-27
BOS,OAK,2022-05-28,168.78,2022-05-28,2022-05-28
BOS,OAK,2022-05-29,274.58,2022-05-29,2022-05-29
BOS,OAK,2022-05-30,300.58,2022-05-30,2022-05-30
BOS,OAK,2022-05-31,183.58,2022-05-31,2022-05-31
BOS,OAK,2022-06-01,129.78,2022-06-01,2022-06-01
BOS,OAK,2022-06-02,168.78,2022-06-02,2022-06-02
BOS,OAK,2022-06-03,295.7,2022-06-03,2022-06-03
BOS,ORD,2022-04-17,127.6,2022-04-17,2022-04-17
BOS,ORD,2022-04-18,188.6,2022-04-18,2022-04-18
BOS,ORD,2022-04-19,167.6,2022-04-19,2022-04-19
BOS,ORD,2022-04-20,137.6,2022-04-20,2022-04-20
BOS,ORD,2022-04-21,77.6,2022-04-21,2022-04-21
BOS,ORD,2022-04-22,68.6,2022-04-22,2022-04-22
BOS,ORD,2022-04-23,79.61,2022-04-23,2022-04-23
BOS,ORD,2022-04-24,58.6,2022-04-24,2022-04-24
BOS,ORD,2022-04-25,58.6,2022-04-25,2022-04-25
BOS,ORD,2022-04-26,58.6,2022-04-26,2022-04-26
BOS,ORD,2022-04-27,79.61,2022-04-27,2022-04-27
BOS,ORD,2022-04-28,79.61,2022-04-28,2022-04-28
BOS,ORD,2022-04-29,94.6,2022-04-29,2022-04-29
BOS,ORD,2022-04-30,79.61,2022-04-30,2022-04-30
BOS,ORD,2022-05-01,94.6,2022-05-01,2022-05-01
BOS,ORD,2022-05-02,82.61,2022-05-02,2022-05-02
BOS,ORD,2022-05-03,74.6,2022-05-03,2022-05-03
BOS,ORD,2022-05-04,74.6,2022-05-04,2022-05-04
BOS,ORD,2022-05-05,74.6,2022-05-05,2022-05-05
BOS,ORD,2022-05-06,83.6,2022-05-06,2022-05-06
BOS,ORD,2022-05-07,74.6,2022-05-07,2022-05-07
BOS,ORD,2022-05-08,91.61,2022-05-08,2022-05-08
BOS,ORD,2022-05-09,74.6,2022-05-09,2022-05-09
BOS,ORD,2022-05-10,74.6,2022-05-10,2022-05-10
BOS,ORD,2022-05-11,66.06,2022-05-11,2022-05-11
BOS,ORD,2022-05-12,114.6,2022-05-12,2022-05-12
BOS,ORD,2022-05-13,137.58,2022-05-13,2022-05-13
BOS,ORD,2022-05-14,99.6,2022-05-14,2022-05-14
BOS,ORD,2022-05-15,99.6,2022-05-15,2022-05-15
BOS,ORD,2022-05-16,90.16,2022-05-16,2022-05-16
BOS,ORD,2022-05-17,74.6,2022-05-17,2022-05-17
BOS,ORD,2022-05-18,74.6,2022-05-18,2022-05-18
BOS,ORD,2022-05-19,95.16,2022-05-19,2022-05-19
BOS,ORD,2022-05-20,127.6,2022-05-20,2022-05-20
BOS,ORD,2022-05-21,89.6,2022-05-21,2022-05-21
BOS,ORD,2022-05-22,114.6,2022-05-22,2022-05-22
BOS,ORD,2022-05-23,132.21,2022-05-23,2022-05-23
BOS,ORD,2022-05-24,74.6,2022-05-24,2022-05-24
BOS,ORD,2022-05-25,74.6,2022-05-25,2022-05-25
BOS,ORD,2022-05-26,137.58,2022-05-26,2022-05-26
BOS,ORD,2022-05-27,169.58,2022-05-27,2022-05-27
BOS,ORD,2022-05-28,90.16,2022-05-28,2022-05-28
BOS,ORD,2022-05-29,89.6,2022-05-29,2022-05-29
BOS,ORD,2022-05-30,167.61,2022-05-30,2022-05-30
BOS,ORD,2022-05-31,98.6,2022-05-31,2022-05-31
BOS,ORD,2022-06-01,74.6,2022-06-01,2022-06-01
BOS,ORD,2022-06-02,114.6,2022-06-02,2022-06-02
BOS,ORD,2022-06-03,137.58,2022-06-03,2022-06-03
BOS,PHL,2022-04-17,213.6,2022-04-17,2022-04-17
BOS,PHL,2022-04-18,213.6,2022-04-18,2022-04-18
BOS,PHL,2022-04-19,158.6,2022-04-19,2022-04-19
BOS,PHL,2022-04-20,158.6,2022-04-20,2022-04-20
BOS,PHL,2022-04-21,158.6,2022-04-21,2022-04-21
BOS,PHL,2022-04-22,158.6,2022-04-22,2022-04-22
BOS,PHL,2022-04-23,118.6,2022-04-23,2022-04-23
BOS,PHL,2022-04-24,118.6,2022-04-24,2022-04-24
BOS,PHL,2022-04-25,118.6,2022-04-25,2022-04-25
BOS,PHL,2022-04-26,118.6,2022-04-26,2022-04-26
BOS,PHL,2022-04-27,90.16,2022-04-27,2022-04-27
BOS,PHL,2022-04-28,91.68,2022-04-28,2022-04-28
BOS,PHL,2022-04-29,91.68,2022-04-29,2022-04-29
BOS,PHL,2022-04-30,118.6,2022-04-30,2022-04-30
BOS,PHL,2022-05-01,93.6,2022-05-01,2022-05-01
BOS,PHL,2022-05-02,79.61,2022-05-02,2022-05-02
BOS,PHL,2022-05-03,79.61,2022-05-03,2022-05-03
BOS,PHL,2022-05-04,65.88,2022-05-04,2022-05-04
BOS,PHL,2022-05-05,65.88,2022-05-05,2022-05-05
BOS,PHL,2022-05-06,79.61,2022-05-06,2022-05-06
BOS,PHL,2022-05-07,79.61,2022-05-07,2022-05-07
BOS,PHL,2022-05-08,63.6,2022-05-08,2022-05-08
BOS,PHL,2022-05-09,63.6,2022-05-09,2022-05-09
BOS,PHL,2022-05-10,63.6,2022-05-10,2022-05-10
BOS,PHL,2022-05-11,63.6,2022-05-11,2022-05-11
BOS,PHL,2022-05-12,63.6,2022-05-12,2022-05-12
BOS,PHL,2022-05-13,93.6,2022-05-13,2022-05-13
BOS,PHL,2022-05-14,93.6,2022-05-14,2022-05-14
BOS,PHL,2022-05-15,63.6,2022-05-15,2022-05-15
BOS,PHL,2022-05-16,63.6,2022-05-16,2022-05-16
BOS,PHL,2022-05-17,63.6,2022-05-17,2022-05-17
BOS,PHL,2022-05-18,63.6,2022-05-18,2022-05-18
BOS,PHL,2022-05-19,63.6,2022-05-19,2022-05-19
BOS,PHL,2022-05-20,91.68,2022-05-20,2022-05-20
BOS,PHL,2022-05-21,65.88,2022-05-21,2022-05-21
BOS,PHL,2022-05-22,63.6,2022-05-22,2022-05-22
BOS,PHL,2022-05-23,63.6,2022-05-23,2022-05-23
BOS,PHL,2022-05-24,63.6,2022-05-24,2022-05-24
BOS,PHL,2022-05-25,63.6,2022-05-25,2022-05-25
BOS,PHL,2022-05-26,63.6,2022-05-26,2022-05-26
BOS,PHL,2022-05-27,53.99,2022-05-27,2022-05-27
BOS,PHL,2022-05-28,63.99,2022-05-28,2022-05-28
BOS,PHL,2022-05-29,63.6,2022-05-29,2022-05-29
BOS,PHL,2022-05-30,63.6,2022-05-30,2022-05-30
BOS,PHL,2022-05-31,63.6,2022-05-31,2022-05-31
BOS,PHL,2022-06-01,53.99,2022-06-01,2022-06-01
BOS,PHL,2022-06-02,63.6,2022-06-02,2022-06-02
BOS,PHL,2022-06-03,53.99,2022-06-03,2022-06-03
BOS,SFO,2022-04-17,353.6,2022-04-17,2022-04-17
BOS,SFO,2022-04-18,353.6,2022-04-18,2022-04-18
BOS,SFO,2022-04-19,322.1,2022-04-19,2022-04-19
BOS,SFO,2022-04-20,317.6,2022-04-20,2022-04-20
BOS,SFO,2022-04-21,316.1,2022-04-21,2022-04-21
BOS,SFO,2022-04-22,316.1,2022-04-22,2022-04-22
BOS,SFO,2022-04-23,246.6,2022-04-23,2022-04-23
BOS,SFO,2022-04-24,389.61,2022-04-24,2022-04-24
BOS,SFO,2022-04-25,247.2,2022-04-25,2022-04-25
BOS,SFO,2022-04-26,197.2,2022-04-26,2022-04-26
BOS,SFO,2022-04-27,192.2,2022-04-27,2022-04-27
BOS,SFO,2022-04-28,241.6,2022-04-28,2022-04-28
BOS,SFO,2022-04-29,237.2,2022-04-29,2022-04-29
BOS,SFO,2022-04-30,246.6,2022-04-30,2022-04-30
BOS,SFO,2022-05-01,258.6,2022-05-01,2022-05-01
BOS,SFO,2022-05-02,187.6,2022-05-02,2022-05-02
BOS,SFO,2022-05-03,147.2,2022-05-03,2022-05-03
BOS,SFO,2022-05-04,147.2,2022-05-04,2022-05-04
BOS,SFO,2022-05-05,160.2,2022-05-05,2022-05-05
BOS,SFO,2022-05-06,197.6,2022-05-06,2022-05-06
BOS,SFO,2022-05-07,188.6,2022-05-07,2022-05-07
BOS,SFO,2022-05-08,262.2,2022-05-08,2022-05-08
BOS,SFO,2022-05-09,182.21,2022-05-09,2022-05-09
BOS,SFO,2022-05-10,168.61,2022-05-10,2022-05-10
BOS,SFO,2022-05-11,218.6,2022-05-11,2022-05-11
BOS,SFO,2022-05-12,329.6,2022-05-12,2022-05-12
BOS,SFO,2022-05-13,329.6,2022-05-13,2022-05-13
BOS,SFO,2022-05-14,322.2,2022-05-14,2022-05-14
BOS,SFO,2022-05-15,362.2,2022-05-15,2022-05-15
BOS,SFO,2022-05-16,323.2,2022-05-16,2022-05-16
BOS,SFO,2022-05-17,183.6,2022-05-17,2022-05-17
BOS,SFO,2022-05-18,299.6,2022-05-18,2022-05-18
BOS,SFO,2022-05-19,276.2,2022-05-19,2022-05-19
BOS,SFO,2022-05-20,248.2,2022-05-20,2022-05-20
BOS,SFO,2022-05-21,265.6,2022-05-21,2022-05-21
BOS,SFO,2022-05-22,329.6,2022-05-22,2022-05-22
BOS,SFO,2022-05-23,372.2,2022-05-23,2022-05-23
BOS,SFO,2022-05-24,299.6,2022-05-24,2022-05-24
BOS,SFO,2022-05-25,265.6,2022-05-25,2022-05-25
BOS,SFO,2022-05-26,329.6,2022-05-26,2022-05-26
BOS,SFO,2022-05-27,329.6,2022-05-27,2022-05-27
BOS,SFO,2022-05-28,281.61,2022-05-28,2022-05-28
BOS,SFO,2022-05-29,329.6,2022-05-29,2022-05-29
BOS,SFO,2022-05-30,435.61,2022-05-30,2022-05-30
BOS,SFO,2022-05-31,286.2,2022-05-31,2022-05-31
BOS,SFO,2022-06-01,269.6,2022-06-01,2022-06-01
BOS,SFO,2022-06-02,246.2,2022-06-02,2022-06-02
BOS,SFO,2022-06-03,216.6,2022-06-03,2022-06-03
CLT,ATL,2022-04-17,336.1,2022-04-17,2022-04-17
CLT,ATL,2022-04-18,336.1,2022-04-18,2022-04-18
CLT,ATL,2022-04-19,249.6,2022-04-19,2022-04-19
CLT,ATL,2022-04-20,274.6,2022-04-20,2022-04-20
CLT,ATL,2022-04-21,308.1,2022-04-21,2022-04-21
CLT,ATL,2022-04-22,338.7,2022-04-22,2022-04-22
CLT,ATL,2022-04-23,255.1,2022-04-23,2022-04-23
CLT,ATL,2022-04-24,347.1,2022-04-24,2022-04-24
CLT,ATL,2022-04-25,321.19,2022-04-25,2022-04-25
CLT,ATL,2022-04-26,230.1,2022-04-26,2022-04-26
CLT,ATL,2022-04-27,189.1,2022-04-27,2022-04-27
CLT,ATL,2022-04-28,275.1,2022-04-28,2022-04-28
CLT,ATL,2022-04-29,205.1,2022-04-29,2022-04-29
CLT,ATL,2022-04-30,255.1,2022-04-30,2022-04-30
CLT,ATL,2022-05-01,197.1,2022-05-01,2022-05-01
CLT,ATL,2022-05-02,97.1,2022-05-02,2022-05-02
CLT,ATL,2022-05-03,97.1,2022-05-03,2022-05-03
CLT,ATL,2022-05-04,97.1,2022-05-04,2022-05-04
CLT,ATL,2022-05-05,97.1,2022-05-05,2022-05-05
CLT,ATL,2022-05-06,159.1,2022-05-06,2022-05-06
CLT,ATL,2022-05-07,97.1,2022-05-07,2022-05-07
CLT,ATL,2022-05-08,147.1,2022-05-08,2022-05-08
CLT,ATL,2022-05-09,97.1,2022-05-09,2022-05-09
CLT,ATL,2022-05-10,97.1,2022-05-10,2022-05-10
CLT,ATL,2022-05-11,97.1,2022-05-11,2022-05-11
CLT,ATL,2022-05-12,97.1,2022-05-12,2022-05-12
CLT,ATL,2022-05-13,147.1,2022-05-13,2022-05-13
CLT,ATL,2022-05-14,97.1,2022-05-14,2022-05-14
CLT,ATL,2022-05-15,147.1,2022-05-15,2022-05-15
CLT,ATL,2022-05-16,97.1,2022-05-16,2022-05-16
CLT,ATL,2022-05-17,97.1,2022-05-17,2022-05-17
CLT,ATL,2022-05-18,97.1,2022-05-18,2022-05-18
CLT,ATL,2022-05-19,97.1,2022-05-19,2022-05-19
CLT,ATL,2022-05-20,147.1,2022-05-20,2022-05-20
CLT,ATL,2022-05-21,97.1,2022-05-21,2022-05-21
CLT,ATL,2022-05-22,147.1,2022-05-22,2022-05-22
CLT,ATL,2022-05-23,97.1,2022-05-23,2022-05-23
CLT,ATL,2022-05-24,97.1,2022-05-24,2022-05-24
CLT,ATL,2022-05-25,97.1,2022-05-25,2022-05-25
CLT,ATL,2022-05-26,147.1,2022-05-26,2022-05-26
CLT,ATL,2022-05-27,147.1,2022-05-27,2022-05-27
CLT,ATL,2022-05-28,147.1,2022-05-28,2022-05-28
CLT,ATL,2022-05-29,147.1,2022-05-29,2022-05-29
CLT,ATL,2022-05-30,147.1,2022-05-30,2022-05-30
CLT,ATL,2022-05-31,147.1,2022-05-31,2022-05-31
CLT,ATL,2022-06-01,147.1,2022-06-01,2022-06-01
CLT,ATL,2022-06-02,147.1,2022-06-02,2022-06-02
CLT,ATL,2022-06-03,147.1,2022-06-03,2022-06-03
CLT,BOS,2022-04-17,97.1,2022-04-17,2022-04-17
CLT,BOS,2022-04-18,97.1,2022-04-18,2022-04-18
CLT,BOS,2022-04-19,82.1,2022-04-19,2022-04-19
CLT,BOS,2022-04-20,82.1,2022-04-20,2022-04-20
CLT,BOS,2022-04-21,111.1,2022-04-21,2022-04-21
CLT,BOS,2022-04-22,199.1,2022-04-22,2022-04-22
CLT,BOS,2022-04-23,352.1,2022-04-23,2022-04-23
CLT,BOS,2022-04-24,435.1,2022-04-24,2022-04-24
CLT,BOS,2022-04-25,256.1,2022-04-25,2022-04-25
CLT,BOS,2022-04-26,76.1,2022-04-26,2022-04-26
CLT,BOS,2022-04-27,67.1,2022-04-27,2022-04-27
CLT,BOS,2022-04-28,67.1,2022-04-28,2022-04-28
CLT,BOS,2022-04-29,102.1,2022-04-29,2022-04-29
CLT,BOS,2022-04-30,162.1,2022-04-30,2022-04-30
CLT,BOS,2022-05-01,226.1,2022-05-01,2022-05-01
CLT,BOS,2022-05-02,111.1,2022-05-02,2022-05-02
CLT,BOS,2022-05-03,67.1,2022-05-03,2022-05-03
CLT,BOS,2022-05-04,67.1,2022-05-04,2022-05-04
CLT,BOS,2022-05-05,67.1,2022-05-05,2022-05-05
CLT,BOS,2022-05-06,67.1,2022-05-06,2022-05-06
CLT,BOS,2022-05-07,111.1,2022-05-07,2022-05-07
CLT,BOS,2022-05-08,197.1,2022-05-08,2022-05-08
CLT,BOS,2022-05-09,111.1,2022-05-09,2022-05-09
CLT,BOS,2022-05-10,67.1,2022-05-10,2022-05-10
CLT,BOS,2022-05-11,67.1,2022-05-11,2022-05-11
CLT,BOS,2022-05-12,67.1,2022-05-12,2022-05-12
CLT,BOS,2022-05-13,76.1,2022-05-13,2022-05-13
CLT,BOS,2022-05-14,127.1,2022-05-14,2022-05-14
CLT,BOS,2022-05-15,127.1,2022-05-15,2022-05-15
CLT,BOS,2022-05-16,102.1,2022-05-16,2022-05-16
CLT,BOS,2022-05-17,67.1,2022-05-17,2022-05-17
CLT,BOS,2022-05-18,67.1,2022-05-18,2022-05-18
CLT,BOS,2022-05-19,91.1,2022-05-19,2022-05-19
CLT,BOS,2022-05-20,102.1,2022-05-20,2022-05-20
CLT,BOS,2022-05-21,127.1,2022-05-21,2022-05-21
CLT,BOS,2022-05-22,162.1,2022-05-22,2022-05-22
CLT,BOS,2022-05-23,111.1,2022-05-23,2022-05-23
CLT,BOS,2022-05-24,67.1,2022-05-24,2022-05-24
CLT,BOS,2022-05-25,67.1,2022-05-25,2022-05-25
CLT,BOS,2022-05-26,127.1,2022-05-26,2022-05-26
CLT,BOS,2022-05-27,127.1,2022-05-27,2022-05-27
CLT,BOS,2022-05-28,155.2,2022-05-28,2022-05-28
CLT,BOS,2022-05-29,127.1,2022-05-29,2022-05-29
CLT,BOS,2022-05-30,162.1,2022-05-30,2022-05-30
CLT,BOS,2022-05-31,87.1,2022-05-31,2022-05-31
CLT,BOS,2022-06-01,87.1,2022-06-01,2022-06-01
CLT,BOS,2022-06-02,96.1,2022-06-02,2022-06-02
CLT,BOS,2022-06-03,127.1,2022-06-03,2022-06-03
CLT,DEN,2022-04-17,172.48,2022-04-17,2022-04-17
CLT,DEN,2022-04-18,172.48,2022-04-18,2022-04-18
CLT,DEN,2022-04-19,161.1,2022-04-19,2022-04-19
CLT,DEN,2022-04-20,161.1,2022-04-20,2022-04-20
CLT,DEN,2022-04-21,161.1,2022-04-21,2022-04-21
CLT,DEN,2022-04-22,131.48,2022-04-22,2022-04-22
CLT,DEN,2022-04-23,141.1,2022-04-23,2022-04-23
CLT,DEN,2022-04-24,183.49,2022-04-24,2022-04-24
CLT,DEN,2022-04-25,141.1,2022-04-25,2022-04-25
CLT,DEN,2022-04-26,141.1,2022-04-26,2022-04-26
CLT,DEN,2022-04-27,92.88,2022-04-27,2022-04-27
CLT,DEN,2022-04-28,122.89,2022-04-28,2022-04-28
CLT,DEN,2022-04-29,122.48,2022-04-29,2022-04-29
CLT,DEN,2022-04-30,102.88,2022-04-30,2022-04-30
CLT,DEN,2022-05-01,252.48,2022-05-01,2022-05-01
CLT,DEN,2022-05-02,241.1,2022-05-02,2022-05-02
CLT,DEN,2022-05-03,112.88,2022-05-03,2022-05-03
CLT,DEN,2022-05-04,82.88,2022-05-04,2022-05-04
CLT,DEN,2022-05-05,91.49,2022-05-05,2022-05-05
CLT,DEN,2022-05-06,91.49,2022-05-06,2022-05-06
CLT,DEN,2022-05-07,110.48,2022-05-07,2022-05-07
CLT,DEN,2022-05-08,201.1,2022-05-08,2022-05-08
CLT,DEN,2022-05-09,217.1,2022-05-09,2022-05-09
CLT,DEN,2022-05-10,101.1,2022-05-10,2022-05-10
CLT,DEN,2022-05-11,110.48,2022-05-11,2022-05-11
CLT,DEN,2022-05-12,110.48,2022-05-12,2022-05-12
CLT,DEN,2022-05-13,91.49,2022-05-13,2022-05-13
CLT,DEN,2022-05-14,122.89,2022-05-14,2022-05-14
CLT,DEN,2022-05-15,252.48,2022-05-15,2022-05-15
CLT,DEN,2022-05-16,252.48,2022-05-16,2022-05-16
CLT,DEN,2022-05-17,131.11,2022-05-17,2022-05-17
CLT,DEN,2022-05-18,110.48,2022-05-18,2022-05-18
CLT,DEN,2022-05-19,110.48,2022-05-19,2022-05-19
CLT,DEN,2022-05-20,91.49,2022-05-20,2022-05-20
CLT,DEN,2022-05-21,92.88,2022-05-21,2022-05-21
CLT,DEN,2022-05-22,122.48,2022-05-22,2022-05-22
CLT,DEN,2022-05-23,241.1,2022-05-23,2022-05-23
CLT,DEN,2022-05-24,166.1,2022-05-24,2022-05-24
CLT,DEN,2022-05-25,110.48,2022-05-25,2022-05-25
CLT,DEN,2022-05-26,122.48,2022-05-26,2022-05-26
CLT,DEN,2022-05-27,110.48,2022-05-27,2022-05-27
CLT,DEN,2022-05-28,182.1,2022-05-28,2022-05-28
CLT,DEN,2022-05-29,122.48,2022-05-29,2022-05-29
CLT,DEN,2022-05-30,272.49,2022-05-30,2022-05-30
CLT,DEN,2022-05-31,252.48,2022-05-31,2022-05-31
CLT,DEN,2022-06-01,110.48,2022-06-01,2022-06-01
CLT,DEN,2022-06-02,122.48,2022-06-02,2022-06-02
CLT,DEN,2022-06-03,110.48,2022-06-03,2022-06-03
